algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Multinomial NB,2.2,51,0,3900,816,0.21337579426077458,1.496631145477295,0.024425386148648597,1.3882110118865967,0.1185931025862026,1.4327952861785889,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.1,28,4,3900,8169,0.025750203798552807,1.3847579956054688,0.07411326952006017,1.435805082321167,0.07765152669259077,1.458038091659546,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.3,65,4,3900,8169,0.010756271897955905,1.4004359245300293,0.027175671464962633,1.3986752033233643,0.08394723963758374,1.4594309329986572,float64,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,81,2,3900,7352,0.2792561316766565,1.497243881225586,0.008318525452684803,1.4042370319366455,0.6904449133563075,1.7078938484191895,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.3,64,0,3900,8169,0.02458834775848491,1.3973910808563232,0.022677368481005284,1.412726879119873,0.11124293409916663,1.4356091022491455,float32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,41,3,3900,8169,0.02275334848308226,1.3983938694000244,0.09292227853518072,1.431225061416626,0.06894569047554283,1.4417028427124023,int64,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.2,78,0,3900,4901,0.3011779335277942,1.5015828609466553,0.009552765723967575,1.3953659534454346,0.7402353176396768,1.6932289600372314,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.2,103,2,3900,7352,0.215467409269675,1.4947631359100342,6.140451923735584,3.9059300422668457,0.30898882071754497,1.4777863025665283,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
KNN,2.2,74,3,3900,1633,0.3236053261911546,1.520028829574585,0.01137025320999844,1.4031739234924316,0.954268849195426,1.7220120429992676,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.2,9,2,3900,2450,0.27489631569406553,1.514192819595337,0.5453264429022143,1.6409189701080322,0.36839368694977076,1.5223841667175293,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,73,1,3900,816,0.2484113689722457,1.490246057510376,0.01888584195060352,1.3819358348846436,0.4403082559347679,1.7227880954742432,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.1,25,1,2730,8169,0.015494199770940244,1.3885729312896729,0.0673440169798655,1.4239449501037598,0.07589131123794807,1.435725212097168,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
Random Forest,2.2,103,4,3900,7352,0.18132882482957136,1.4977211952209473,7.231483180736834,3.933283805847168,0.2256369174715594,1.50406813621521,int32,0.8857655502392344,0.5776699029126213,0.5336322869955157,0.5547785547785548
SVM,2.3,21,3,3900,8169,0.018454566157314282,1.3901429176330566,1.3813777955098896,1.898561954498291,0.5881509283012771,1.631472110748291,float64,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,126,1,3900,8169,0.026191872302937482,1.4028499126434326,1.241221559863572,2.3139989376068115,0.2902316096583963,1.4963388442993164,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.2,101,0,3900,5718,0.5328212827428246,1.4749960899353027,2.8540824165349328,3.5631039142608643,0.1575504444987903,1.49869704246521,int32,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
KNN,2.3,88,2,3900,8169,0.020346895413000502,1.4035389423370361,0.015364314834295414,1.3939268589019775,0.5303024941296998,1.732323169708252,float128,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
Decision Tree,2.1,23,2,1950,8169,0.01346418777799505,1.375581979751587,0.04328448164144515,1.423748254776001,0.04409842433179206,1.4341659545898438,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
AdaBoost,2.2,118,1,3900,1633,0.21024427783422373,1.4967889785766602,1.0813616348944668,1.888674020767212,0.17744085996854095,1.4836628437042236,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.1,47,1,2730,8169,0.01947967701519221,1.3998699188232422,0.02388837232624185,1.4098737239837646,0.0979638097563071,1.4288291931152344,int32,0.8623931623931624,0.0,0.0,0.0
Bagging Classifier,2.2,140,3,3900,1633,0.3442533691993288,1.5050346851348877,0.20631092791089783,1.4868907928466797,0.11919756249755817,1.4587256908416748,int32,0.8875598086124402,0.5829383886255924,0.5515695067264574,0.5668202764976958
KNN,2.3,85,4,3900,8169,0.036627010115511865,1.4138529300689697,0.01489777377978092,1.3927419185638428,0.35657737535453193,1.7038578987121582,int64,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.1,92,1,3119,8169,0.01876316819587654,1.399651050567627,3.13466068206608,3.837437152862549,0.1305333643787097,1.4696128368377686,int32,0.8834080717488789,0.6,0.5751295336787565,0.5873015873015874
Bagging Classifier,2.1,136,0,3119,8169,0.02703529244613018,1.400353193283081,0.6001179460741094,1.6156978607177734,0.11073388360063946,1.440201997756958,int32,0.8834080717488789,0.6010928961748634,0.5699481865284974,0.5851063829787234
Random Forest,2.2,99,4,3900,4084,0.2675674715745958,1.4859199523925781,3.0630102284777836,3.213361978530884,0.2012558912812716,1.477240800857544,int32,0.8863636363636364,0.5891891891891892,0.48878923766816146,0.5343137254901961
Multinomial NB,2.3,62,3,3900,8169,0.023654138105575036,1.3988680839538574,0.02735807536038353,1.3898191452026367,0.1208256156640497,1.4321479797363281,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,123,3,3900,5718,0.27363492074774154,1.5005550384521484,0.8918057459088602,2.1691153049468994,0.15435148449752698,1.4483299255371094,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,37,3,3900,7352,0.19312129124993,1.5006039142608643,0.12359933685700962,1.4254748821258545,0.11657517143790408,1.46641206741333,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.2,77,3,3900,4084,0.29111324637539937,1.484576940536499,0.024333336569291267,1.3892128467559814,0.7027653695313287,1.7624619007110596,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.1,94,3,3900,8169,0.018318470619772837,1.396690845489502,10.531360553441289,4.317271947860718,0.14398199379532414,1.4760260581970215,int32,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
Decision Tree,2.2,31,2,3900,2450,0.28521454564878385,1.4829680919647217,0.052437251465176186,1.406853199005127,0.11327996424870053,1.457580804824829,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.3,129,2,3900,8169,0.017160213994387757,1.4043610095977783,1.3353382245631968,2.3788981437683105,0.13043359722352424,1.4417881965637207,int64,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.3,108,4,3900,8169,0.01624455599225816,1.3948569297790527,3.612653326986444,3.733454942703247,0.19488674079795684,1.485327959060669,float32,0.9706937799043063,1.0,0.7802690582959642,0.8765743073047859
SVM,2.2,9,3,3900,2450,0.14816860795088008,1.5066969394683838,0.364195242110006,1.6362941265106201,0.23327223776385822,1.5381739139556885,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,131,2,3900,8169,0.022807570211422754,1.3993208408355713,2.2027960788674172,2.5941219329833984,0.1431146786419299,1.465287208557129,float64,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Decision Tree,2.2,34,2,3900,4901,0.30773622214875485,1.4930689334869385,0.10687957775608048,1.4219839572906494,0.14693406767169215,1.444808006286621,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,11,0,3900,4084,0.2253447588784285,1.5073168277740479,0.6601584016938243,1.7214879989624023,0.2793365238354799,1.5381879806518555,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,154,1,3900,8169,0.019906117725611173,1.4101848602294922,1.323222584623151,2.174919843673706,0.09868045343342728,1.4634172916412354,float128,0.9665071770334929,0.9282051282051282,0.8116591928251121,0.8660287081339713
AdaBoost,2.2,122,1,3900,4901,0.21480548177521971,1.490204095840454,2.3673594549589376,2.0433731079101562,0.17319421351453157,1.4692440032958984,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
SVM,2.2,13,2,3900,5718,0.5918044518268715,1.4859321117401123,1.12452790116587,1.7452590465545654,0.7503880797039436,1.576678991317749,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,127,2,3900,8169,0.05960541085261928,1.3982508182525635,2.4343745620493387,2.33479380607605,0.17663984648932476,1.4762530326843262,int16,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.1,133,2,1950,8169,0.015520171649632574,1.3917620182037354,0.4962081253526566,1.5620548725128174,0.10325698861645893,1.4105730056762695,int32,0.8588516746411483,0.5625,0.4153846153846154,0.47787610619469023
AdaBoost,2.2,125,1,3900,7352,0.2773916916052445,1.5053372383117676,1.3698752603486684,2.242640972137451,0.11718125226646486,1.463318109512329,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,35,1,3900,5718,0.32084323512651153,1.4993059635162354,0.07915554561101634,1.409019947052002,0.22287846889155993,1.4462769031524658,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.2,119,4,3900,2450,0.20599463724058995,1.501451015472412,1.1692974049093843,1.8951737880706787,0.17156088183648138,1.4628610610961914,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
SVM,2.2,7,0,3900,816,0.25661032533905626,1.4890029430389404,0.17480824614558935,1.5579659938812256,0.1712632504797097,1.4701430797576904,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,99,1,3900,4084,0.21801310612624666,1.4893629550933838,2.225349736744513,3.132633924484253,0.1159577457921882,1.4970760345458984,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
Bagging Classifier,2.2,147,1,3900,7352,0.22493905735011555,1.498617172241211,0.5682136786703182,1.667335033416748,0.11775585908349752,1.4582970142364502,int32,0.8857655502392344,0.5888888888888889,0.47533632286995514,0.5260545905707197
SVM,2.2,12,2,3900,4901,0.17067918670903237,1.4923372268676758,0.7106376673797392,1.741241216659546,0.3629383254436282,1.5517990589141846,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,3,3,2730,8169,0.021142879010691208,1.396369218826294,0.24468066840088648,1.6553418636322021,0.3732903960835727,1.5649657249450684,int32,0.8623931623931624,0.0,0.0,0.0
Bagging Classifier,2.2,144,4,3900,4901,0.24058778815651932,1.5349397659301758,0.26558324220907775,1.5748670101165771,0.3928601938702128,1.4471170902252197,int32,0.8809808612440191,0.5606060606060606,0.4977578475336323,0.5273159144893113
AdaBoost,2.2,123,2,3900,5718,0.26843898353493245,1.4985277652740479,1.2529227958233224,2.134561061859131,0.11275500914080266,1.4589591026306152,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.3,63,0,3900,8169,0.021177736334041783,1.4048559665679932,0.037763352815285735,1.397557020187378,0.16565399497513247,1.4367852210998535,int64,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,76,3,3900,3267,0.19774507575895547,1.4937572479248047,0.012340153309426298,1.4023420810699463,0.22834154140250731,1.6991260051727295,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.2,145,3,3900,5718,0.19586129267178112,1.4958460330963135,0.2717440546925541,1.6062521934509277,0.07046044394403086,1.4418258666992188,int32,0.8851674641148325,0.5837837837837838,0.484304932735426,0.5294117647058824
Bagging Classifier,2.2,141,4,3900,2450,0.15559096826325144,1.5113818645477295,0.22713821615636337,1.5194003582000732,0.1097874557674803,1.4565958976745605,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
SVM,2.3,20,3,3900,8169,0.0148397998877934,1.3975400924682617,1.9537071161822432,1.9151160717010498,0.27943616584971603,1.6407899856567383,float32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,110,0,3900,8169,0.007593281095494955,1.4026541709899902,1.3021537129714644,3.4767348766326904,0.12322027750035493,1.4997119903564453,float128,0.972488038277512,1.0,0.7937219730941704,0.885
SVM,2.3,22,2,3900,8169,0.012786060719028606,1.3962750434875488,6.45739654584599,1.8968961238861084,0.5438853005393746,1.636970043182373,float128,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,144,0,3900,4901,0.4820071369372547,1.4875710010528564,1.145634507690415,1.5714309215545654,0.4097943052549634,1.4670677185058594,int32,0.8875598086124402,0.5845410628019324,0.5426008968609866,0.5627906976744187
AdaBoost,2.1,112,2,2340,8169,0.012004988437328766,1.382033109664917,1.1488287273117088,1.9283709526062012,0.3436773201944969,1.4944708347320557,int32,0.86839481555334,0.5548387096774193,0.5771812080536913,0.5657894736842105
KNN,2.2,73,4,3900,816,0.39594885894090776,1.4885728359222412,0.012033656136043947,1.4033498764038086,0.34086000786505405,1.7093079090118408,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.1,49,0,3509,8169,0.0165567577734471,1.4043269157409668,0.026108965276227778,1.4270179271697998,0.12415902380721884,1.4234919548034668,int32,0.8637873754152824,0.0,0.0,0.0
Random Forest,2.2,97,2,3900,2450,0.23156328344537416,1.4884159564971924,1.25775586128011,2.746511936187744,0.082138597817835,1.4733099937438965,int32,0.8869617224880383,0.585,0.5246636771300448,0.553191489361702
Multinomial NB,2.1,48,4,3119,8169,0.012064840354510853,1.4051728248596191,0.01373250260518963,1.4067730903625488,0.06711444927892288,1.4260590076446533,int32,0.8557548579970105,0.0,0.0,0.0
Decision Tree,2.3,40,1,3900,8169,0.018375300813607665,1.395723819732666,0.07620762616395585,1.4446320533752441,0.04826445105822857,1.458294153213501,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
AdaBoost,2.1,112,3,2340,8169,0.01107673864186631,1.4040119647979736,0.49003127428866833,1.8569729328155518,0.06405720538435589,1.447619915008545,int32,0.86839481555334,0.5548387096774193,0.5771812080536913,0.5657894736842105
Multinomial NB,2.1,50,3,3900,8169,0.021388564496662203,1.3954968452453613,0.025795538466807877,1.3867857456207275,0.13675416340639726,1.4405932426452637,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,124,4,3900,6535,0.2559552244333888,1.5061540603637695,1.6076015551532725,2.196761131286621,0.08317552665513349,1.4791061878204346,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,29,4,3900,816,0.2488922737493746,1.502756118774414,0.031697245078296604,1.4148831367492676,0.09304854162335321,1.4599552154541016,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.1,91,3,2730,8169,0.012830650274532502,1.3929219245910645,2.49921588152834,3.5647990703582764,0.1038537884393311,1.453066110610962,int32,0.8803418803418803,0.5686274509803921,0.5403726708074534,0.554140127388535
SVM,2.1,5,1,3509,8169,0.017727720729596066,1.3929789066314697,0.5663929682248685,1.8080840110778809,0.4412025523416297,1.5990331172943115,int32,0.8637873754152824,0.0,0.0,0.0
Decision Tree,2.2,37,4,3900,7352,0.2398744545261332,1.4947466850280762,0.08286277465701716,1.4363477230072021,0.06843165530315913,1.456352949142456,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.2,78,3,3900,4901,0.3476932002763024,1.4765868186950684,0.01446797419543035,1.4050681591033936,0.47428827129373413,1.6880309581756592,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.1,138,2,3900,8169,0.021642340284881916,1.4012508392333984,0.4989048131149721,1.6572489738464355,0.07193604381806663,1.4643800258636475,int32,0.8893540669856459,0.5989583333333334,0.515695067264574,0.5542168674698795
KNN,2.1,69,0,2730,8169,0.01659989103956554,1.402595043182373,0.006975919447416826,1.3970279693603516,0.21031699605804505,1.5801289081573486,int32,0.8598290598290599,0.48598130841121495,0.32298136645962733,0.3880597014925373
Multinomial NB,2.3,65,0,3900,8169,0.018375712783977267,1.39512300491333,0.03052003463363934,1.4002978801727295,0.11370400444647309,1.4551739692687988,float64,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,14,2,3900,6535,0.2768263689154401,1.4910850524902344,0.6978416348959301,1.8060832023620605,0.3896285399062474,1.5921711921691895,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,29,3,3900,816,0.27946486899066075,1.4981942176818848,0.03157175609554206,1.402256727218628,0.09346414776083121,1.4389262199401855,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,51,3,3900,816,0.16050991929082056,1.5168020725250244,0.025320151187292052,1.4042980670928955,0.08491365023210751,1.4426579475402832,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.1,49,4,3509,8169,0.02651953747539325,1.4004731178283691,0.02587510644197064,1.3907349109649658,0.09261978204616397,1.4354190826416016,int32,0.8637873754152824,0.0,0.0,0.0
SVM,2.1,5,3,3509,8169,0.017213285028439777,1.3962061405181885,0.4814010658134031,1.8131980895996094,0.35582599287540284,1.580211877822876,int32,0.8637873754152824,0.0,0.0,0.0
Random Forest,2.1,89,3,1950,8169,0.013330507534865962,1.3931419849395752,2.4927546262739293,3.223630905151367,0.06641990889677624,1.4361491203308105,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
Decision Tree,2.2,30,4,3900,1633,1.0401280494521372,1.5555098056793213,0.04773855420486789,1.412132978439331,0.052841418313374085,1.4556918144226074,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.3,88,3,3900,8169,0.005858962529714374,1.392082929611206,0.04232056178056853,1.3872978687286377,0.6855567826509771,1.7177510261535645,float128,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
Multinomial NB,2.2,57,0,3900,5718,0.16701260114289623,1.4965271949768066,0.017576670636057976,1.4025359153747559,0.08135628327263222,1.4630310535430908,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.1,26,0,3119,8169,0.04091059695585777,1.4187650680541992,0.07620223664947222,1.4062538146972656,0.09863358628349571,1.439634084701538,int32,0.8849028400597907,0.6258064516129033,0.5025906735751295,0.557471264367816
SVM,2.2,12,1,3900,4901,0.12819155157060663,1.4978480339050293,0.8437860209671937,1.7813529968261719,0.37428286851057596,1.5632169246673584,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.3,87,3,3900,8169,0.010974102135769638,1.3939933776855469,0.011494596405476409,1.3973398208618164,0.2495263506233249,1.703089952468872,float64,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
Random Forest,2.2,104,4,3900,8169,0.01859667589381602,1.3954029083251953,4.745777450189526,4.164504051208496,0.11505677543618816,1.4978370666503906,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
KNN,2.3,83,2,3900,8169,0.009245097098664778,1.3909502029418945,0.028699564971861994,1.3944799900054932,0.33946961390421476,1.7009069919586182,int16,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.1,116,0,3900,8169,0.010438555522064403,1.392765998840332,0.8881605361610388,2.30987286567688,0.0747675150509617,1.476330041885376,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,80,3,3900,6535,0.1371123192932161,1.4906589984893799,0.007789427648582148,1.402285099029541,0.41299847022333736,1.6728918552398682,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.2,54,3,3900,3267,0.1619956380185332,1.4806439876556396,0.0438144949919397,1.4047908782958984,0.06376268551038165,1.4387011528015137,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,17,2,3900,8169,0.019041502084644765,1.3931198120117188,1.0433061304214557,1.8995771408081055,0.43208331822747736,1.6361229419708252,int16,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,141,2,3900,2450,0.16122708383996534,1.4751100540161133,0.23740180712883158,1.5102736949920654,0.11579784138436683,1.4307639598846436,int32,0.881578947368421,0.5609756097560976,0.515695067264574,0.5373831775700936
Decision Tree,2.1,26,4,3119,8169,0.023166445437034257,1.3867101669311523,0.02220068421994552,1.4336609840393066,0.01724442640772118,1.4424941539764404,int32,0.8849028400597907,0.6258064516129033,0.5025906735751295,0.557471264367816
Decision Tree,2.1,23,1,1950,8169,0.004913329778234415,1.3874518871307373,0.021057701397835662,1.416146993637085,0.01444962999950923,1.4316227436065674,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
Random Forest,2.3,107,3,3900,8169,0.006797944348856902,1.3947498798370361,2.3774493462127086,4.139225244522095,0.042226004924618026,1.491546869277954,int64,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
Multinomial NB,2.1,48,2,3119,8169,0.006727609742499954,1.379443883895874,0.00872864523507076,1.3941810131072998,0.04938352733137129,1.429218053817749,int32,0.8557548579970105,0.0,0.0,0.0
KNN,2.3,85,1,3900,8169,0.011624020107295612,1.3881230354309082,0.00680108070680374,1.3980376720428467,0.240852144992781,1.675421953201294,int64,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.1,68,4,2340,8169,0.004606431760281695,1.403099775314331,0.005106427959498878,1.4023449420928955,0.15339019007020313,1.526628017425537,int32,0.8504486540378864,0.4954954954954955,0.3691275167785235,0.4230769230769231
Bagging Classifier,2.3,152,0,3900,8169,0.012373779883747377,1.3926348686218262,4.223911296329488,2.1492748260498047,0.07091684946831572,1.4800848960876465,float32,0.97188995215311,0.94,0.8430493273542601,0.8888888888888888
Multinomial NB,2.1,48,0,3119,8169,0.015926313181442435,1.3862698078155518,0.024336654996812982,1.404214859008789,0.11855811131600272,1.4415290355682373,int32,0.8557548579970105,0.0,0.0,0.0
SVM,2.2,7,1,3900,816,0.40279102951990525,1.474642038345337,0.10482402927243366,1.562654972076416,0.13840000296058935,1.4971179962158203,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.1,111,4,1950,8169,0.006602085196055271,1.380523920059204,0.5586050810136381,1.8117520809173584,0.036100900329414896,1.4310240745544434,int32,0.8755980861244019,0.6048387096774194,0.5769230769230769,0.5905511811023623
SVM,2.1,1,0,1950,8169,0.01840025183948953,1.3732531070709229,0.5682131365183809,1.542456865310669,0.14248736677619736,1.481935977935791,int32,0.8444976076555024,0.0,0.0,0.0
Bagging Classifier,2.1,135,4,2730,8169,0.016378439220492997,1.390829086303711,0.860050414174471,1.5811781883239746,0.09185463854451219,1.4405732154846191,int32,0.8786324786324786,0.5629139072847682,0.5279503105590062,0.5448717948717948
KNN,2.1,71,2,3509,8169,0.0192207949709649,1.3852980136871338,0.01790961412573532,1.395493745803833,2.2489964469458608,1.6418061256408691,int32,0.879734219269103,0.5588235294117647,0.5560975609756098,0.5574572127139364
KNN,2.3,86,4,3900,8169,0.047630464162357694,1.3779411315917969,0.15168764458860853,1.3510770797729492,8.715279546155422,1.7297930717468262,float32,0.9360047846889952,0.8020833333333334,0.6905829596412556,0.7421686746987952
Decision Tree,2.1,27,3,3509,8169,0.05714248159803086,1.3813879489898682,0.049072975921604936,1.4334080219268799,0.13025669711280444,1.4339268207550049,int32,0.8817275747508305,0.5685279187817259,0.5463414634146342,0.5572139303482587
AdaBoost,2.1,113,0,2730,8169,0.020100892635268038,1.3896777629852295,1.7940365918030443,2.069269895553589,0.19710725355959507,1.448409080505371,int32,0.8863247863247863,0.5823529411764706,0.6149068322981367,0.5981873111782477
SVM,2.3,22,1,3900,8169,0.02506306243728171,1.4078338146209717,1.4155627113368194,1.888707160949707,2.4334400623361536,1.6360268592834473,float128,0.8666267942583732,0.0,0.0,0.0
KNN,2.1,71,1,3509,8169,0.10009695266108913,1.3765549659729004,0.07862701431171967,1.3823087215423584,4.1548276554537615,1.6155579090118408,int32,0.879734219269103,0.5588235294117647,0.5560975609756098,0.5574572127139364
KNN,2.3,83,0,3900,8169,0.07952405630104915,1.387760877609253,0.023771685089583817,1.3732390403747559,0.5900822746903301,1.685905933380127,int16,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.2,81,1,3900,7352,0.256652019332432,1.4697210788726807,0.1366275933749141,1.3658521175384521,7.450475246180974,1.7071020603179932,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.1,2,4,2340,8169,0.09483448076391351,1.3768119812011719,2.5800714627815364,1.5365729331970215,1.1617116888958208,1.4954500198364258,int32,0.8514456630109671,0.0,0.0,0.0
AdaBoost,2.1,114,1,3119,8169,0.01927151744110785,1.3851048946380615,1.1736400530064024,2.104106903076172,2.3369571355202177,1.5179550647735596,int32,0.8893871449925261,0.6142131979695431,0.6269430051813472,0.6205128205128205
Bagging Classifier,2.1,136,1,3119,8169,0.14240627427503333,1.3820300102233887,4.590457509626572,1.5896220207214355,1.3474298882479854,1.4512460231781006,int32,0.8849028400597907,0.6114285714285714,0.5544041450777202,0.5815217391304348
AdaBoost,2.1,114,0,3119,8169,0.07547698789540537,1.3952322006225586,1.9706599956850162,2.1218249797821045,0.1833296536932157,1.441251277923584,int32,0.8893871449925261,0.6142131979695431,0.6269430051813472,0.6205128205128205
Multinomial NB,2.1,50,0,3900,8169,0.03707290004692083,1.3835887908935547,0.06053953049101153,1.4175548553466797,0.6432091898302039,1.458359718322754,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,57,4,3900,5718,0.37340142798902615,1.4723713397979736,0.023783237276575633,1.4006662368774414,0.2273452751144019,1.4537253379821777,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.1,50,2,3900,8169,0.020304714362256383,1.399683952331543,0.055927622954863906,1.3897950649261475,0.22983345984823866,1.4477219581604004,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,57,1,3900,5718,0.2330836296806651,1.4715471267700195,0.02364979923820922,1.4127922058105469,0.05951903716776136,1.441788911819458,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.3,85,0,3900,8169,0.013038875133737938,1.3917899131774902,0.015225948212619281,1.3977100849151611,0.8186456051961009,1.7168848514556885,int64,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.1,71,4,3509,8169,0.05605113863865836,1.3935370445251465,0.020691057242816103,1.3918440341949463,0.9920593417339418,1.6371490955352783,int32,0.879734219269103,0.5588235294117647,0.5560975609756098,0.5574572127139364
Decision Tree,2.1,28,1,3900,8169,0.022449147050354744,1.403156042098999,0.07887245538234344,1.436141014099121,0.15860486849749203,1.4560887813568115,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,7,2,3900,816,0.19399250908105875,1.483638048171997,0.41476232880636543,1.555177927017212,0.44611535540558034,1.519407033920288,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,109,4,3900,8169,0.04160740528845326,1.4044041633605957,1.3062706779840694,3.6249120235443115,0.1043991860008684,1.5055851936340332,float64,0.9730861244019139,1.0,0.7982062780269058,0.8877805486284288
Random Forest,2.2,103,0,3900,7352,0.05258938656706138,1.4911909103393555,0.9087657595145968,3.8786470890045166,0.1684889078209814,1.4606001377105713,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
