algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Decision Tree,2.3,40,2,3900,8169,0.135574781754731,1.383025884628296,0.623008037042954,1.4127769470214844,0.7408537008936218,1.4269130229949951,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.1,137,0,3509,8169,0.04224938106689638,1.3832178115844727,0.5486796283559903,1.6272780895233154,0.2343755592736839,1.4494261741638184,int32,0.879734219269103,0.5571428571428572,0.5707317073170731,0.5638554216867471
Bagging Classifier,2.2,147,4,3900,7352,0.251596020904183,1.4804253578186035,0.18109578058358036,1.6384272575378418,0.08628349789041707,1.449103832244873,int32,0.8827751196172249,0.5665024630541872,0.515695067264574,0.539906103286385
Multinomial NB,2.1,45,0,1950,8169,0.007232287801926499,1.3866608142852783,0.01039835087967405,1.396169900894165,0.07697285516178756,1.4150021076202393,int32,0.8444976076555024,0.0,0.0,0.0
Bagging Classifier,2.2,148,4,3900,8169,0.010604351392818455,1.3948261737823486,0.46333536889471627,1.6465342044830322,0.17041878997711962,1.4552369117736816,int32,0.8899521531100478,0.5924170616113744,0.5605381165919282,0.576036866359447
AdaBoost,2.3,129,0,3900,8169,0.017598179927525274,1.38496994972229,2.471626715568586,2.3085861206054688,0.2776021896498545,1.457474946975708,int64,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,36,2,3900,6535,0.27956713454366283,1.4793601036071777,0.033012182083229924,1.4171671867370605,0.12019510955220541,1.4372117519378662,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.1,28,0,3900,8169,0.005503708812485266,1.3957760334014893,0.11216950822294468,1.4257850646972656,0.07738076966744091,1.4549322128295898,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.1,6,2,3900,8169,0.13255239887591957,1.3748202323913574,8.05218658849622,1.8770849704742432,3.7275921917367323,1.6300349235534668,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,120,4,3900,3267,1.5791259211103421,1.4622430801391602,5.77031600406008,1.8984792232513428,0.09277477916273469,1.4654991626739502,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,81,0,3900,7352,0.14522912104585559,1.482191801071167,0.008618831762532716,1.3968288898468018,0.4534197516500782,1.6869049072265625,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.2,16,4,3900,8169,0.022016592567501537,1.387624979019165,1.5958567813539892,1.9278810024261475,0.8705709183741058,1.6499509811401367,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,141,3,3900,2450,0.14196476370598438,1.4871351718902588,0.28883971316808676,1.5312659740447998,0.24932475375253246,1.4536378383636475,int32,0.8881578947368421,0.5947368421052631,0.5067264573991032,0.5472154963680387
SVM,2.2,8,0,3900,1633,0.2811873222437896,1.4532721042633057,0.3611788164650911,1.6052167415618896,0.17941510759735543,1.5061283111572266,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,44,4,3900,8169,0.01725037840666193,1.4055917263031006,0.6738475096251978,1.5708849430084229,0.23569383489290566,1.4553859233856201,float128,0.9641148325358851,0.8755760368663594,0.852017937219731,0.8636363636363636
SVM,2.2,8,4,3900,1633,0.2573650755101631,1.479114055633545,0.18333617173541183,1.6000938415527344,0.18453417526642954,1.4873509407043457,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,13,0,3900,5718,0.11459464246948692,1.478827953338623,0.7447186610756032,1.7620010375976562,0.25514315229840406,1.579138994216919,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,39,4,3900,8169,0.008174972641720733,1.3824419975280762,0.08658046857390954,1.4322729110717773,0.11608538324451052,1.4332962036132812,int16,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.2,144,1,3900,4901,0.1872505347171353,1.4769248962402344,0.580489418339122,1.5612571239471436,0.1693784475114104,1.4399158954620361,int32,0.8881578947368421,0.5825688073394495,0.5695067264573991,0.5759637188208617
Random Forest,2.2,100,3,3900,4901,0.29116115835448164,1.4841809272766113,6.841835594057447,3.339865207672119,0.16719920618140616,1.4753611087799072,int32,0.888755980861244,0.5978835978835979,0.5067264573991032,0.5485436893203883
Multinomial NB,2.3,64,3,3900,8169,0.009965007254569402,1.3975002765655518,0.03748137942980688,1.3955492973327637,0.17445441578975263,1.4396519660949707,float32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,76,2,3900,3267,0.17153958160315436,1.4951202869415283,0.015415724601900911,1.3982341289520264,0.8201737219033507,1.7411272525787354,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.3,105,3,3900,8169,0.018584340710483708,1.3941669464111328,9.478661656685947,4.440596103668213,0.3825791363889183,1.4944820404052734,int16,0.8839712918660287,0.5728643216080402,0.5112107623318386,0.5402843601895735
Multinomial NB,2.3,61,1,3900,8169,0.01965692536585735,1.3824000358581543,0.013954745036187956,1.402784824371338,0.12447335868105212,1.4381282329559326,int16,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,21,0,3900,8169,0.018185369902035734,1.388692855834961,0.7822636342802459,1.8841443061828613,1.8373646717592995,1.6466319561004639,float64,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,128,4,3900,8169,0.20830705378017267,1.3881418704986572,12.081811838803457,2.2711150646209717,1.0543768176609518,1.4416227340698242,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,30,0,3900,1633,1.5086580950163255,1.466188907623291,0.20797003643820985,1.3822767734527588,0.44480060507358193,1.4502720832824707,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,8,2,3900,1633,0.5813998340857089,1.4825928211212158,0.9658199770986073,1.6084117889404297,0.4633282440592032,1.51596999168396,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,102,2,3900,6535,0.30230712495006284,1.4708549976348877,10.34832323148342,3.9540607929229736,0.3225383254845377,1.5012619495391846,int32,0.8833732057416268,0.5760869565217391,0.47533632286995514,0.5208845208845209
SVM,2.3,19,2,3900,8169,0.02533024724279732,1.3893709182739258,0.9931257170273179,1.8785488605499268,0.5495360199300496,1.6084458827972412,int64,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.1,138,3,3900,8169,0.0128015329890719,1.4019241333007812,0.32144914621375753,1.6469497680664062,0.2059760622815031,1.4607927799224854,int32,0.8839712918660287,0.5792349726775956,0.47533632286995514,0.522167487684729
Multinomial NB,2.3,66,3,3900,8169,0.01571595865478412,1.3949077129364014,0.03025023805889861,1.3923659324645996,0.4284584994339626,1.4402148723602295,float128,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,9,1,3900,2450,0.7375651427905531,1.4643969535827637,0.6059591530549924,1.6310150623321533,0.2654245728257022,1.5234501361846924,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,142,2,3900,3267,0.24180502339672272,1.4953620433807373,0.42461365982264515,1.5017731189727783,0.17409443193168964,1.4553909301757812,int32,0.8923444976076556,0.6018957345971564,0.5695067264573991,0.5852534562211981
Decision Tree,2.3,42,2,3900,8169,0.04230740158764293,1.385148048400879,0.40278088880330426,1.5353312492370605,0.07515692419450383,1.4609770774841309,float32,0.9635167464114832,0.8785046728971962,0.8430493273542601,0.860411899313501
Multinomial NB,2.2,56,2,3900,4901,0.20587296202634459,1.4913086891174316,0.04397669603922503,1.3968720436096191,0.0677906514774525,1.4575047492980957,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,75,2,3900,2450,1.6652001970586003,1.467526912689209,0.10736449003151968,1.3787801265716553,4.7484520454911605,1.676828145980835,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.3,105,4,3900,8169,0.10388116767089672,1.3634040355682373,5.575584129480505,4.372680902481079,0.2065405705895246,1.4593331813812256,int16,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
Decision Tree,2.2,37,1,3900,7352,0.1705629723795723,1.4847469329833984,0.13175404915110397,1.4300060272216797,0.15008133147674993,1.4469289779663086,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.3,17,0,3900,8169,0.007825559543979297,1.3949849605560303,1.2382149584451367,1.840561866760254,0.3758813776637634,1.6326839923858643,int16,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,79,2,3900,5718,0.110087144158212,1.4893758296966553,0.009997375083171861,1.4123320579528809,0.36769319635415565,1.667480230331421,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.3,42,3,3900,8169,0.013574661863081969,1.403548002243042,0.1679435550298545,1.5464551448822021,0.07314052087593738,1.4330718517303467,float32,0.9671052631578947,0.8888888888888888,0.8609865470852018,0.8747152619589977
Random Forest,2.1,89,1,1950,8169,0.01099557579067038,1.3915011882781982,4.370823316711729,3.2076597213745117,0.07185767609315402,1.4381089210510254,int32,0.8660287081339713,0.5978260869565217,0.4230769230769231,0.49549549549549543
AdaBoost,2.2,117,2,3900,816,0.26037632639524094,1.481092929840088,1.562148593708305,1.7521898746490479,0.3932372167804946,1.4652140140533447,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.1,92,2,3119,8169,0.02755232580277936,1.3835139274597168,6.166985637750523,3.6930599212646484,0.10615411032418667,1.4653749465942383,int32,0.882660687593423,0.6071428571428571,0.5284974093264249,0.5650969529085873
Decision Tree,2.2,38,4,3900,8169,0.020723150995370733,1.3836321830749512,0.09120156869236314,1.4181358814239502,0.06997336457910006,1.4419538974761963,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,60,3,3900,8169,0.014850577070558146,1.392888069152832,0.049977757070327256,1.4016728401184082,0.2577971508427388,1.443099021911621,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,15,1,3900,7352,0.22708173287855238,1.477226972579956,0.7049165309351908,1.818861961364746,0.6227234934156604,1.624370813369751,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.1,90,3,2340,8169,0.007936760644174515,1.3975670337677002,2.060090374791462,3.3540070056915283,0.048953298602109487,1.444368839263916,int32,0.8713858424725822,0.5574712643678161,0.6510067114093959,0.6006191950464396
SVM,2.3,18,2,3900,8169,0.01053721453064126,1.394531011581421,0.6518049961317636,1.8762600421905518,0.2841081988811048,1.6513690948486328,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,34,3,3900,4901,0.1476284104372955,1.492220163345337,0.03700369602096203,1.4158079624176025,0.07029066955548721,1.43788480758667,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,16,1,3900,8169,0.025019686395535343,1.3842461109161377,0.9167894255013631,1.8962411880493164,0.43867353016735183,1.6369378566741943,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.3,61,0,3900,8169,0.01353215011131617,1.3739049434661865,0.04003415069141293,1.3907921314239502,0.09174143557780248,1.438368797302246,int16,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,142,0,3900,3267,0.16985927599907966,1.4879088401794434,0.3421699640342886,1.5225920677185059,0.1380971447130524,1.45906400680542,int32,0.8881578947368421,0.6,0.484304932735426,0.5359801488833746
SVM,2.2,13,4,3900,5718,0.1564028541868518,1.4804840087890625,0.8803039455848153,1.7634637355804443,0.396657260830006,1.5787010192871094,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,2,0,2340,8169,0.020113563256588966,1.3908329010009766,0.9046410817724451,1.5767078399658203,0.38062855201116214,1.5013148784637451,int32,0.8514456630109671,0.0,0.0,0.0
AdaBoost,2.1,116,4,3900,8169,0.05030272780741204,1.4056589603424072,2.7613639021786653,2.326416015625,0.10912833270319723,1.4426560401916504,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.2,147,2,3900,7352,0.1055355100321342,1.4809470176696777,1.0185003985381265,1.602431297302246,0.1941902078531847,1.451613187789917,int32,0.8869617224880383,0.5825242718446602,0.5381165919282511,0.5594405594405594
Decision Tree,2.2,31,4,3900,2450,0.3296640006310615,1.4780099391937256,0.30701530884900846,1.3726210594177246,0.9570149626892616,1.421294927597046,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.2,97,1,3900,2450,1.347207364635489,1.4757699966430664,20.430268928317993,2.7340128421783447,0.28438847080879454,1.4971959590911865,int32,0.8893540669856459,0.5871559633027523,0.5739910313901345,0.580498866213152
Multinomial NB,2.2,55,4,3900,4084,0.1985392188142207,1.4998600482940674,0.01148408157780287,1.399177074432373,0.18632103942731554,1.438124179840088,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.3,66,4,3900,8169,0.019097497078334368,1.4148950576782227,0.055990373179185766,1.3946919441223145,0.12959388760725388,1.4620800018310547,float128,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,76,0,3900,3267,0.17643486368315894,1.4735238552093506,0.009642183371625188,1.399169921875,0.7747310172185279,1.6657321453094482,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.1,67,2,1950,8169,0.00384494409180342,1.3884968757629395,0.016591725419542732,1.3832237720489502,0.23663709566285546,1.5053181648254395,int32,0.8708133971291866,0.627906976744186,0.4153846153846154,0.5
SVM,2.2,16,0,3900,8169,0.020453538676497303,1.4005098342895508,1.0409089094812807,1.853424072265625,0.47958389212106584,1.6525321006774902,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,53,0,3900,2450,0.07856305653736018,1.5081090927124023,0.021454057169765943,1.3898098468780518,0.08613292361913354,1.4624290466308594,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,1,4,1950,8169,0.012108947759658236,1.3951301574707031,0.23303245932422637,1.533346176147461,0.17694109694955718,1.4747886657714844,int32,0.8444976076555024,0.0,0.0,0.0
Random Forest,2.3,108,2,3900,8169,0.017931270214593006,1.4077208042144775,0.7928436265798379,3.5083000659942627,0.13207761668927104,1.5133862495422363,float32,0.9712918660287081,1.0,0.7847533632286996,0.8793969849246231
Decision Tree,2.2,34,1,3900,4901,0.19233320750412547,1.4915542602539062,0.03412037647449279,1.421015977859497,0.09010753466208077,1.466737985610962,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.1,25,4,2730,8169,0.009870448066573638,1.3885650634765625,0.04438691566229847,1.4095110893249512,0.12202160547398956,1.4498281478881836,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
SVM,2.3,21,4,3900,8169,0.022998515647703166,1.388319969177246,2.5365510420728827,1.9119873046875,0.831062085945909,1.6438319683074951,float64,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,51,2,3900,816,0.19646455284302147,1.4896671772003174,0.018324130967303856,1.4048058986663818,0.11995380357434719,1.465217113494873,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.1,45,2,1950,8169,0.006704996166873982,1.3890199661254883,0.0069875800745130105,1.3988564014434814,0.488407590148232,1.4174439907073975,int32,0.8444976076555024,0.0,0.0,0.0
KNN,2.1,68,0,2340,8169,0.1489403848945299,1.3862922191619873,0.14172290878653604,1.3662970066070557,4.904777807496831,1.5626211166381836,int32,0.8504486540378864,0.4954954954954955,0.3691275167785235,0.4230769230769231
Multinomial NB,2.2,59,0,3900,7352,3.830580876554628,1.5020999908447266,0.4082391297415953,1.3836328983306885,0.42255414383769324,1.452347993850708,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,74,2,3900,1633,0.9298313101030647,1.5370068550109863,0.04801411763601903,1.3883731365203857,1.110079443638551,1.670422077178955,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Random Forest,2.2,100,1,3900,4901,0.2765675553143118,1.4970378875732422,19.27471347672436,3.5142500400543213,0.2673637008368053,1.4793829917907715,int32,0.8833732057416268,0.5760869565217391,0.47533632286995514,0.5208845208845209
AdaBoost,2.2,119,0,3900,2450,0.24859097044159575,1.499445915222168,1.051514367806101,1.7919139862060547,0.26484264656883827,1.4562320709228516,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.2,143,0,3900,4084,1.0474271396377917,1.5073981285095215,0.5609492385474925,1.535813808441162,0.2956953460006009,1.4450280666351318,int32,0.8875598086124402,0.583732057416268,0.547085201793722,0.5648148148148149
Bagging Classifier,2.3,151,4,3900,8169,0.04858379208016845,1.380328893661499,0.30307343468082537,1.6515841484069824,0.08132834108291279,1.4446289539337158,int64,0.8905502392344498,0.5892857142857143,0.5919282511210763,0.5906040268456376
Multinomial NB,2.2,58,0,3900,6535,0.13325230389740042,1.4832332134246826,0.01650878700739064,1.4014670848846436,0.1755180040339813,1.4571080207824707,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,127,1,3900,8169,0.02958073891148861,1.3869612216949463,0.7490318881382662,2.293041944503784,0.12299849281826043,1.454012155532837,int16,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.1,71,0,3509,8169,0.01996513600949094,1.3998849391937256,0.02201955837034695,1.387166976928711,1.4819845651229004,1.6351659297943115,int32,0.879734219269103,0.5588235294117647,0.5560975609756098,0.5574572127139364
Multinomial NB,2.1,45,3,1950,8169,0.007213503760407329,1.3941001892089844,0.023093190369107616,1.405014991760254,0.1424977292192888,1.4247822761535645,int32,0.8444976076555024,0.0,0.0,0.0
AdaBoost,2.3,130,3,3900,8169,0.015582664304414424,1.4080371856689453,5.025484742159136,2.621190309524536,0.5867731110240609,1.4856152534484863,float32,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Decision Tree,2.2,31,1,3900,2450,0.4292611370855303,1.4753992557525635,0.10572191362808911,1.4000871181488037,0.24583832090508964,1.4697239398956299,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.2,143,4,3900,4084,0.10776144217543973,1.483705759048462,0.8408241322775487,1.5424537658691406,0.08193783100940061,1.4523379802703857,int32,0.8905502392344498,0.5980392156862745,0.547085201793722,0.5714285714285714
SVM,2.1,5,2,3509,8169,0.010539345157633592,1.3898632526397705,0.6004165750968455,1.7612340450286865,0.3568614578249863,1.6107597351074219,int32,0.8637873754152824,0.0,0.0,0.0
Decision Tree,2.2,38,1,3900,8169,0.021012892605785632,1.401149034500122,0.16407276045931884,1.4192700386047363,0.14485870935026554,1.4515838623046875,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.2,30,1,3900,1633,0.31784880120278003,1.480041265487671,0.07889358105236625,1.3886053562164307,0.1941378122741779,1.4354701042175293,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.1,28,3,3900,8169,0.015560567495441715,1.4031438827514648,0.07029414459442307,1.4317870140075684,0.12952888289032768,1.438450813293457,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,10,2,3900,3267,0.11061495377452467,1.483936071395874,0.4007356904587809,1.6411199569702148,0.5535785816582377,1.5446360111236572,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,54,4,3900,3267,0.07058638688611571,1.490502119064331,0.04059366154791323,1.3890280723571777,0.26031366652552673,1.4539341926574707,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,152,1,3900,8169,0.010359090776342384,1.4075500965118408,1.0257868300299002,2.173598051071167,0.12095993024778036,1.4396727085113525,float32,0.9641148325358851,0.9179487179487179,0.8026905829596412,0.8564593301435406
AdaBoost,2.2,118,2,3900,1633,0.11423485877864176,1.4861979484558105,0.315836221369578,1.7559988498687744,0.06417486246033441,1.4588699340820312,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.3,131,3,3900,8169,0.043213295000491286,1.3899750709533691,3.0380544619122882,2.422092914581299,0.09894282637935663,1.470432996749878,float64,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
KNN,2.3,87,1,3900,8169,0.01255287574868166,1.3938517570495605,0.008811926725088882,1.3791019916534424,0.3788163297488904,1.668332815170288,float64,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
SVM,2.1,2,1,2340,8169,0.018182302715952062,1.381505012512207,0.25582874110054643,1.577585220336914,0.4144547365069604,1.5120420455932617,int32,0.8514456630109671,0.0,0.0,0.0
Random Forest,2.3,109,0,3900,8169,0.008366374976680128,1.400273084640503,0.7619508958908201,3.5310380458831787,0.09052562946837421,1.4967050552368164,float64,0.972488038277512,1.0,0.7937219730941704,0.885
Bagging Classifier,2.2,145,2,3900,5718,0.04939698148345974,1.4965169429779053,0.10200671735595716,1.5856480598449707,0.023868384439236105,1.4599530696868896,int32,0.8869617224880383,0.592391304347826,0.48878923766816146,0.5356265356265356
AdaBoost,2.2,126,4,3900,8169,0.003184192713359121,1.4087789058685303,0.30462394513199753,2.218731164932251,0.5181523630581385,1.4565660953521729,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,75,0,3900,2450,1.7626300643811241,1.4681320190429688,0.0679714098355863,1.3648078441619873,2.6835919154738903,1.6729300022125244,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Decision Tree,2.3,42,4,3900,8169,0.008054153701050386,1.4067301750183105,0.1337477568109099,1.5322520732879639,0.05888598008991351,1.4533281326293945,float32,0.9629186602870813,0.8779342723004695,0.8385650224215246,0.8577981651376148
SVM,2.3,21,1,3900,8169,0.01002832785829325,1.3926379680633545,0.3508238696602907,1.875607967376709,0.3868191674499883,1.6496729850769043,float64,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,96,2,3900,1633,0.05257444657420153,1.4890129566192627,0.9276270850256686,2.4792559146881104,0.1950217584933319,1.4792859554290771,int32,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
Bagging Classifier,2.2,148,1,3900,8169,0.013932585019071981,1.3884069919586182,0.5759748706072768,1.6424551010131836,0.4444296335292319,1.4461629390716553,int32,0.8881578947368421,0.5865384615384616,0.547085201793722,0.566125290023202
Multinomial NB,2.2,60,2,3900,8169,0.0210739821831105,1.3865649700164795,0.03476471589011665,1.3922390937805176,0.19893429658891287,1.4602539539337158,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.1,91,2,2730,8169,0.0306588773204914,1.3852250576019287,8.754470018915473,3.7147629261016846,0.3287933773378659,1.4929921627044678,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
Multinomial NB,2.2,59,4,3900,7352,0.2922954856448741,1.5060327053070068,0.03373697424226951,1.3878841400146484,0.15112918263019212,1.442924976348877,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.1,72,0,3900,8169,0.0247125144958719,1.3991880416870117,0.014167414020593485,1.3886218070983887,0.30700914030994897,1.678847074508667,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.3,149,1,3900,8169,0.013716393334555673,1.3934290409088135,0.4709127990421736,1.663809061050415,0.276077319671881,1.4505481719970703,int16,0.8881578947368421,0.5918367346938775,0.5201793721973094,0.5536992840095465
Bagging Classifier,2.3,152,3,3900,8169,0.013041549248735415,1.3862860202789307,1.546823396151715,2.1490790843963623,0.08157423442456321,1.469480037689209,float32,0.9671052631578947,0.9242424242424242,0.820627802690583,0.8693586698337292
AdaBoost,2.2,126,3,3900,8169,0.006506259051598215,1.4127140045166016,0.35581835232994463,2.270031213760376,0.03046651332051596,1.4653429985046387,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.2,56,4,3900,4901,0.05849968703252897,1.4828259944915771,0.02351958492446423,1.3980190753936768,0.2592297304333903,1.46055006980896,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,122,3,3900,4901,0.3755301319185414,1.494131088256836,1.2298363975724589,2.0570778846740723,0.18038802818123154,1.453979253768921,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.1,112,4,2340,8169,0.020026255563314183,1.3890941143035889,1.5550514515848828,1.874013900756836,0.14377574756720307,1.4532380104064941,int32,0.86839481555334,0.5548387096774193,0.5771812080536913,0.5657894736842105
Multinomial NB,2.3,65,2,3900,8169,0.018913565936192707,1.391922950744629,0.04062839362099989,1.4071078300476074,0.18498714523864895,1.4458332061767578,float64,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,54,2,3900,3267,0.2354152432038221,1.4859960079193115,0.027255605474061907,1.3931488990783691,0.16917883500464695,1.4340262413024902,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,19,3,3900,8169,0.03779786566572015,1.3924951553344727,1.20213461156014,1.8835320472717285,0.8952211444513469,1.6751868724822998,int64,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.1,94,0,3900,8169,0.020913164220852525,1.3978631496429443,7.52887623923743,4.428388833999634,0.43214519122625505,1.479828119277954,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
Multinomial NB,2.1,46,0,2340,8169,0.03121932604785849,1.379384994506836,0.02711854534430179,1.3804500102996826,0.21206077169893092,1.452483892440796,int32,0.8514456630109671,0.0,0.0,0.0
SVM,2.2,8,1,3900,1633,0.3367798668915902,1.4961628913879395,0.4688829650741621,1.5968561172485352,0.3096470645278904,1.502357006072998,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,74,4,3900,1633,0.1903724010189595,1.4799752235412598,0.010153757106680266,1.379979133605957,1.0893289988227721,1.6547279357910156,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.3,88,1,3900,8169,0.025486866199674444,1.3817710876464844,0.016807469922235294,1.3901679515838623,0.48573366003821367,1.7082548141479492,float128,0.9366028708133971,0.806282722513089,0.6905829596412556,0.7439613526570048
KNN,2.2,82,1,3900,8169,0.01876063948147151,1.4010047912597656,0.018020721859097855,1.3893728256225586,0.5524153730197757,1.7548069953918457,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.1,4,0,3119,8169,0.009157049199650722,1.3978807926177979,0.6345870273118897,1.7036070823669434,0.6742871072248114,1.5737299919128418,int32,0.8557548579970105,0.0,0.0,0.0
Bagging Classifier,2.3,149,0,3900,8169,0.017815932187575784,1.3987500667572021,1.0481965667543414,1.6587960720062256,0.2819613470604363,1.4403362274169922,int16,0.8833732057416268,0.5813953488372093,0.4484304932735426,0.5063291139240506
Random Forest,2.2,95,4,3900,816,0.10769944774026372,1.4878599643707275,1.4360810428177766,2.2884509563446045,0.34819754320139207,1.4776530265808105,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Decision Tree,2.1,23,3,1950,8169,0.012826561203222508,1.384770154953003,0.19056391943390072,1.4023241996765137,0.08083071431455127,1.4273169040679932,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
Decision Tree,2.1,25,2,2730,8169,0.012087185113336887,1.3810663223266602,0.16861886033835438,1.4110310077667236,0.2268121149724872,1.4275100231170654,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
